0_NBR,0_NDMI,0_NDVI,0_NDSI,0_EVI,0_GNDVI,0_TCB,0_TCG,0_TCW,0_TCA,0_NDFI,1_NBR,1_NDMI,1_NDVI,1_NDSI,1_EVI,1_GNDVI,1_TCB,1_TCG,1_TCW,1_TCA,1_NDFI,2_NBR,2_NDMI,2_NDVI,2_NDSI,2_EVI,2_GNDVI,2_TCB,2_TCG,2_TCW,2_TCA,2_NDFI,3_NBR,3_NDMI,3_NDVI,3_NDSI,3_EVI,3_GNDVI,3_TCB,3_TCG,3_TCW,3_TCA,3_NDFI,4_NBR,4_NDMI,4_NDVI,4_NDSI,4_EVI,4_GNDVI,4_TCB,4_TCG,4_TCW,4_TCA,4_NDFI,5_NBR,5_NDMI,5_NDVI,5_NDSI,5_EVI,5_GNDVI,5_TCB,5_TCG,5_TCW,5_TCA,5_NDFI,6_NBR,6_NDMI,6_NDVI,6_NDSI,6_EVI,6_GNDVI,6_TCB,6_TCG,6_TCW,6_TCA,6_NDFI,7_NBR,7_NDMI,7_NDVI,7_NDSI,7_EVI,7_GNDVI,7_TCB,7_TCG,7_TCW,7_TCA,7_NDFI,8_NBR,8_NDMI,8_NDVI,8_NDSI,8_EVI,8_GNDVI,8_TCB,8_TCG,8_TCW,8_TCA,8_NDFI,9_NBR,9_NDMI,9_NDVI,9_NDSI,9_EVI,9_GNDVI,9_TCB,9_TCG,9_TCW,9_TCA,9_NDFI,10_NBR,10_NDMI,10_NDVI,10_NDSI,10_EVI,10_GNDVI,10_TCB,10_TCG,10_TCW,10_TCA,10_NDFI,11_NBR,11_NDMI,11_NDVI,11_NDSI,11_EVI,11_GNDVI,11_TCB,11_TCG,11_TCW,11_TCA,11_NDFI,12_NBR,12_NDMI,12_NDVI,12_NDSI,12_EVI,12_GNDVI,12_TCB,12_TCG,12_TCW,12_TCA,12_NDFI,13_NBR,13_NDMI,13_NDVI,13_NDSI,13_EVI,13_GNDVI,13_TCB,13_TCG,13_TCW,13_TCA,13_NDFI,14_NBR,14_NDMI,14_NDVI,14_NDSI,14_EVI,14_GNDVI,14_TCB,14_TCG,14_TCW,14_TCA,14_NDFI,15_NBR,15_NDMI,15_NDVI,15_NDSI,15_EVI,15_GNDVI,15_TCB,15_TCG,15_TCW,15_TCA,15_NDFI,16_NBR,16_NDMI,16_NDVI,16_NDSI,16_EVI,16_GNDVI,16_TCB,16_TCG,16_TCW,16_TCA,16_NDFI,17_NBR,17_NDMI,17_NDVI,17_NDSI,17_EVI,17_GNDVI,17_TCB,17_TCG,17_TCW,17_TCA,17_NDFI,18_NBR,18_NDMI,18_NDVI,18_NDSI,18_EVI,18_GNDVI,18_TCB,18_TCG,18_TCW,18_TCA,18_NDFI,19_NBR,19_NDMI,19_NDVI,19_NDSI,19_EVI,19_GNDVI,19_TCB,19_TCG,19_TCW,19_TCA,19_NDFI,20_NBR,20_NDMI,20_NDVI,20_NDSI,20_EVI,20_GNDVI,20_TCB,20_TCG,20_TCW,20_TCA,20_NDFI,21_NBR,21_NDMI,21_NDVI,21_NDSI,21_EVI,21_GNDVI,21_TCB,21_TCG,21_TCW,21_TCA,21_NDFI,22_NBR,22_NDMI,22_NDVI,22_NDSI,22_EVI,22_GNDVI,22_TCB,22_TCG,22_TCW,22_TCA,22_NDFI,23_NBR,23_NDMI,23_NDVI,23_NDSI,23_EVI,23_GNDVI,23_TCB,23_TCG,23_TCW,23_TCA,23_NDFI,24_NBR,24_NDMI,24_NDVI,24_NDSI,24_EVI,24_GNDVI,24_TCB,24_TCG,24_TCW,24_TCA,24_NDFI,25_NBR,25_NDMI,25_NDVI,25_NDSI,25_EVI,25_GNDVI,25_TCB,25_TCG,25_TCW,25_TCA,25_NDFI,26_NBR,26_NDMI,26_NDVI,26_NDSI,26_EVI,26_GNDVI,26_TCB,26_TCG,26_TCW,26_TCA,26_NDFI,27_NBR,27_NDMI,27_NDVI,27_NDSI,27_EVI,27_GNDVI,27_TCB,27_TCG,27_TCW,27_TCA,27_NDFI,28_NBR,28_NDMI,28_NDVI,28_NDSI,28_EVI,28_GNDVI,28_TCB,28_TCG,28_TCW,28_TCA,28_NDFI,29_NBR,29_NDMI,29_NDVI,29_NDSI,29_EVI,29_GNDVI,29_TCB,29_TCG,29_TCW,29_TCA,29_NDFI,30_NBR,30_NDMI,30_NDVI,30_NDSI,30_EVI,30_GNDVI,30_TCB,30_TCG,30_TCW,30_TCA,30_NDFI,31_NBR,31_NDMI,31_NDVI,31_NDSI,31_EVI,31_GNDVI,31_TCB,31_TCG,31_TCW,31_TCA,31_NDFI,32_NBR,32_NDMI,32_NDVI,32_NDSI,32_EVI,32_GNDVI,32_TCB,32_TCG,32_TCW,32_TCA,32_NDFI,33_NBR,33_NDMI,33_NDVI,33_NDSI,33_EVI,33_GNDVI,33_TCB,33_TCG,33_TCW,33_TCA,33_NDFI,34_NBR,34_NDMI,34_NDVI,34_NDSI,34_EVI,34_GNDVI,34_TCB,34_TCG,34_TCW,34_TCA,34_NDFI,35_NBR,35_NDMI,35_NDVI,35_NDSI,35_EVI,35_GNDVI,35_TCB,35_TCG,35_TCW,35_TCA,35_NDFI,36_NBR,36_NDMI,36_NDVI,36_NDSI,36_EVI,36_GNDVI,36_TCB,36_TCG,36_TCW,36_TCA,36_NDFI,37_NBR,37_NDMI,37_NDVI,37_NDSI,37_EVI,37_GNDVI,37_TCB,37_TCG,37_TCW,37_TCA,37_NDFI,38_NBR,38_NDMI,38_NDVI,38_NDSI,38_EVI,38_GNDVI,38_TCB,38_TCG,38_TCW,38_TCA,38_NDFI,39_NBR,39_NDMI,39_NDVI,39_NDSI,39_EVI,39_GNDVI,39_TCB,39_TCG,39_TCW,39_TCA,39_NDFI,station_Y_,wflowID,station_X_,system:index,station_re,station_na
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.491667,3,5.1775,00000000000000000000,La Meuse Stenay,La Meuse Stenay
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.091667,4,4.810833,00000000000000000001,Chooz,Chooz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.866667,5,4.9025,00000000000000000002,Membre Pont,Membre Pont
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.091667,6,4.6775,00000000000000000003,Treignes,Treignes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.466667,9,4.835833,00000000000000000004,Salzinnes,Salzinnes Ronet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.441667,10,5.535833,00000000000000000005,Tabreux,Tabreux
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.483333,11,5.635833,00000000000000000006,Martinrive,Martinrive
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.583333,12,5.6525,00000000000000000007,Chaudfontaine Pisc,Chaudfontaine Pisc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.566667,13,5.169167,00000000000000000008,Huccorgne,Huccorgne
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.85,16,5.694167,00000000000000000009,Maastricht (Borgharen dorp),Maastricht (Borgharen dorp)
